run_id,seed,v0,lane2_open,lane3_open,scenario_tag,glare_base,glare_amp1,glare_center1,glare_width1,glare_amp2,glare_center2,glare_width2,occl_amp,occl_center,occl_width,ambiguity_base,ambiguity_amp,ambiguity_center,ambiguity_width,motion_base,motion_amp,motion_center,motion_width,osc_window_center,osc_window_width,osc_attr_amp,osc_conflict_amp,osc_open_amp,osc_phase,osc_cycles,osc_enabled,semantic_noise_scale,attr_noise_scale,motion_noise_scale
0,20260316,18.036359573197362,True,False,adjacent_open_risk,0.1563299434528982,0.42772736208560846,20.250189797625595,9.042111528068908,0.18534349898676,22.19990665726842,7.2529127518426435,0.07402900427496349,17.48282356666774,3.146472446273896,0.204321782076118,0.24949026290774845,17.461391079684077,9.981138275583385,0.19168032806606267,0.16531258606958218,18.701247643197462,8.99579552544177,23.176393713371564,9.434349042962234,0.0,0.0,0.0,2.493198757341677,0.0,False,0.045993119237214865,0.02786578902927348,0.022784949975947152
1,20260317,19.642941036927112,True,False,adjacent_open_risk,0.14209269660188253,0.6840893844083346,35.77239872243096,9.527989528417905,0.0,23.540882215807553,6.275460977447126,0.18993219473918588,35.36987179483099,6.514902471964199,0.2771054192905208,0.24167265105254654,24.739603293071738,8.377792418840356,0.1795392698600547,0.21314340755811306,13.983351406360436,8.202198969743382,27.617188248481813,7.260721089439856,0.0,0.0,0.0,0.23138064062326397,0.0,False,0.043382676694317,0.038797578680561565,0.018945366764705433
2,20260318,22.10214346156797,False,False,both_closed,0.16307484970953146,0.7104108293915591,30.381601250858296,9.145702000464693,0.0,9.989090009299852,5.61725833680502,0.21013934034766157,17.280058873939797,2.974849523600437,0.2584850135898587,0.22664570507479317,13.640529447264212,5.2710537532638515,0.107076390220956,0.3279512005651935,19.689780034248713,5.99624328449124,25.00495397381382,5.290414190513094,0.0,0.0,0.0,2.5573142507881417,0.0,False,0.028414910182163196,0.020282551244835734,0.022527686730566168
3,20260319,18.42396526774126,True,False,adjacent_open_risk,0.1775137257958835,0.32040997451204367,29.992689206200783,11.916562894117376,0.20224349806626485,15.675282753907778,3.556029202934332,0.09862558888716258,34.07781510696698,6.029651428226339,0.3018074441418471,0.26151003740610856,22.386036310106512,5.337181437500364,0.20512299556583324,0.173526277226539,10.365131032486627,7.4950242861010885,26.701044980961,8.846168811100622,0.0,0.0,0.0,1.1222029316218955,0.0,False,0.04065017506404517,0.02793094585792237,0.015622469647617116
4,20260320,22.691492548138903,True,False,adjacent_open_risk,0.12124672015371016,0.48360329090239296,25.811640751269863,11.313934891635727,0.0,13.762021954861742,6.442532790647872,0.1979000938400195,20.586578509242877,2.5989167118670418,0.27239480694855756,0.3983462859898857,13.483347350670392,6.167598861400681,0.123572005452308,0.28249783853869026,21.25008049007683,8.500697588386743,29.733217341998554,6.2920933654309685,0.09975222711925488,0.09299965755587741,0.05649343586950492,2.8883287335114542,1.639237715909848,True,0.04538310828095901,0.02630157869927947,0.023381478003785813
5,20260321,22.15211638063841,True,False,adjacent_open_risk,0.16019203498527462,0.703486118670965,21.541424897994766,7.702072868589574,0.0,18.910455235343804,5.650521762858819,0.10643392877241138,14.146335465430829,5.3376582226725535,0.16969285695121877,0.40972060291121093,17.457383519852044,5.695937374105519,0.19114725637220728,0.24391706545517788,12.208003443105856,9.973705696902773,22.373335981035236,7.780319415479395,0.0,0.0,0.0,3.22778661270738,0.0,False,0.03293462496636185,0.036584408987918815,0.017265172841311363
6,20260322,19.225970075911334,True,False,adjacent_open_risk,0.1770058365344353,0.3065582873943347,21.116602057601018,11.23181089508454,0.0,20.716771963336654,4.460552712210652,0.1275359501707127,23.239364027615647,5.3663051554726895,0.1646981048507788,0.2542423322135099,24.566063558806196,7.456982991962726,0.11631553841694106,0.2718456219445831,10.996364817620531,6.666151607587653,26.471339673777948,7.832101473560086,0.07418070169428655,0.12349441867934743,0.03016886117522045,0.8733792158519907,2.6187092702388473,True,0.034772802626264705,0.018359210824810304,0.027560454555218432
7,20260323,20.998994626848948,True,False,adjacent_open_risk,0.1649196010073693,0.5855042095541965,36.397287144273236,9.985585354050214,0.0942104069699503,11.839855860020945,3.8569412848084497,0.26397877436740486,10.994112144060951,3.5807486675793236,0.2007509654700044,0.28173960251166064,27.96920359977351,6.058885022026521,0.18126695981903923,0.34473803651888707,16.75032922398224,5.283275634475576,25.07694051334472,5.2426752267709,0.11364426260365029,0.17149627879315124,0.021548230108884302,6.059291740785485,2.365442883522049,True,0.03550153428210478,0.018298470283193674,0.012067844795804436
8,20260324,19.241611733506158,True,False,adjacent_open_risk,0.09928777270637912,0.6102524515333361,19.202233735880768,9.900985828414473,0.10237890235535957,15.466959045686515,3.7605290988024085,0.33388623015711555,30.38847001820153,2.963853719977268,0.2618368863899862,0.3720887277680721,29.24130597581142,5.6794593913409095,0.15889817467697434,0.2964834881100497,12.205776694883994,6.907547440996362,26.198995278318797,6.027161037500346,0.0,0.0,0.0,3.0664436098151095,0.0,False,0.030270212252892087,0.019045507596869782,0.017956209155987748
9,20260325,20.531490447412487,True,False,adjacent_open_risk,0.08427618516405523,0.5436228365483915,32.27957393671127,7.55599249363357,0.0,22.644231828005488,4.6420891823010955,0.23168705963099595,10.04698729346813,3.790123283994525,0.2450594288496428,0.3347998605139658,15.955101916124498,9.395059131019295,0.14758932330913158,0.2989302159353258,8.871929697082985,5.059533219692321,28.664340515412423,5.496135956659165,0.0,0.0,0.0,4.993147044062456,0.0,False,0.030033471082606466,0.03879736461400146,0.010846198429163904
10,20260326,17.512968870324656,True,False,adjacent_open_risk,0.18916205169231298,0.7413561145840037,27.6625182865281,9.845266001562699,0.0,21.684446556116278,4.226817449592225,0.12391101347500187,26.408202191960466,4.2226918964405495,0.20467850052052985,0.23765711246195506,17.99872037075226,6.283707505097137,0.15744124108651975,0.1577344774632011,18.390716846062908,5.6480771976067174,24.814570928456092,5.800243016895387,0.0702961380734987,0.14810635549649823,0.04939794407247017,3.796955700835428,2.8351114079207953,True,0.03672628140330522,0.023876247213648543,0.017937491780727996
11,20260327,17.321462810195865,True,False,adjacent_open_risk,0.16515047098520397,0.5828626134698807,19.747241575290165,11.738733297183396,0.20577237508894064,11.060250846587273,3.6694225281138224,0.13532688725321254,23.738288417344158,3.7530522426969863,0.31974482857397535,0.260840730979909,27.38645306709432,7.955265650631709,0.21623971067962555,0.28204134968183064,8.841510940280205,8.929684886103665,25.80890209858821,9.356134425484282,0.0,0.0,0.0,3.246581790684274,0.0,False,0.048228661390285185,0.022127378727624006,0.01345111568561871
12,20260328,18.145770420783542,True,True,both_open,0.10148794082294291,0.5039860196159722,25.266846779029095,6.045482669656877,0.22361618892229518,11.932046082506634,4.666715092036831,0.17622286925464092,35.80759909727299,6.8752158745760354,0.2514329040840592,0.28612152961293874,19.081225918689558,7.31253653667293,0.19909898590604197,0.17488802895909633,16.583453101125478,8.504467193055708,30.26331775930251,9.42804444949808,0.0,0.0,0.0,2.72829291669062,0.0,False,0.04851654529811705,0.022675262359176575,0.010231149631938441
13,20260329,20.53544226897406,True,False,adjacent_open_risk,0.08111508350356121,0.540939333493781,32.36580276015887,10.59298385833241,0.0,12.434082591061452,6.851757818887316,0.19158704832421036,10.497763176534498,3.5728042459435816,0.16444559612964957,0.21720660242203607,17.233502350234698,6.436836491302872,0.19262050838624112,0.21680798066624565,10.63358956490195,6.879049945266066,22.80976479384059,9.078520772430476,0.0,0.0,0.0,0.45333265716965987,0.0,False,0.04578963037360144,0.029789455187853482,0.020393206525228608
14,20260330,19.795919048836247,True,False,adjacent_open_risk,0.09324038717472846,0.6443796571113183,20.51745796845714,11.761619183168975,0.0,18.036705276732313,5.140955213566379,0.06784168649305844,15.777938000256283,3.0072795887578296,0.3171125661091114,0.38751969044609336,13.563145080728695,7.2076352849443355,0.1962345960132449,0.22224904053758465,21.192872589067825,8.252476731806757,29.89499054413266,7.294738014821699,0.0,0.0,0.0,2.3172721893055614,0.0,False,0.03415930426922982,0.03427176413447002,0.014104360162649338
